"feature","chi2","p","n_target","n_reference","direction"
"kunst",1.10054357715217,0.294146842797386,3,0,"new left"
"künstler",1.10054357715217,0.294146842797386,3,0,"new left"
"künstlerisch",1.10054357715217,0.294146842797386,3,0,"new left"
"lebensweise",1.10054357715217,0.294146842797386,3,0,"new left"
"liberale",1.10054357715217,0.294146842797386,3,0,"new left"
"linken",1.10054357715217,0.294146842797386,3,0,"new left"
"person",1.10054357715217,0.294146842797386,3,0,"new left"
"progressive",1.10054357715217,0.294146842797386,3,0,"new left"
"relativ",1.10054357715217,0.294146842797386,3,0,"new left"
"sorgen",1.10054357715217,0.294146842797386,3,0,"new left"
"sportliche",1.10054357715217,0.294146842797386,3,0,"new left"
"student",1.10054357715217,0.294146842797386,3,0,"new left"
"tolerante",1.10054357715217,0.294146842797386,3,0,"new left"
"umweltfreundlich",1.10054357715217,0.294146842797386,3,0,"new left"
